year,2007,2007,2007,2007,2010,2010,2010,2010,2012,2012,2012,2012,2014,2014,2014,2014,2016,2016,2016,2016
,count,mean_w,sem_w,stdev_w,count,mean_w,sem_w,stdev_w,count,stdev_w,mean_w,sem_w,count,mean_w,stdev_w,sem_w,mean_w,count,sem_w,stdev_w
Aquifer basin,,,,,,,,,,,,,,,,,,,,
Arava,48.0,11.198272096926246,0.35954785442867326,1.485518038671373,46.0,5.39199129206161,0.09873279443378033,0.4486702313454368,42.0,4.24436281921854,6.653394486949727,0.9879426031555588,48.0,20.338598477517007,6.772056213321214,1.7405157084349694,8.381001945877767,44.0,0.49314285367156074,1.9987770290749296
Carmel,93.0,39.99033481740043,1.7066842078042859,9.431090934452607,228.0,48.519263468671184,0.4256735337104863,3.68724273756654,266.0,12.140938650778995,11.995436331364917,1.4072059530250833,313.0,11.789045671499407,3.739590461975312,0.30934425974990243,10.127188881248232,337.0,0.0464556826931046,0.5726369184374629
Central Negev,11.0,24.76,0.0,0.0,11.0,19.73893667280707,2.731889887398432,7.000967136369322,23.0,5.027733221895722,18.117261190532318,1.9848538183680808,73.0,25.069999999999997,3.552713678800501e-15,1.8536912272301426e-15,38.21457545727297,123.0,1.0509237320465468,6.467392161274447
Coastal,1455.0,19.703197896653865,0.7237468418533988,13.485295397732742,1985.0,22.617950540433434,0.6334857968760008,14.116606461652223,2237.0,14.095806606201002,21.47925939265415,0.6654339273473562,2040.0,24.360881543657346,13.841478853038105,0.7169878150735348,19.478606028076175,2322.0,0.682070979173325,15.977915575895143
Eastern Mount,700.0,53.77875890489816,0.5028332014179665,9.685979956567673,948.0,51.547828238347115,0.5123165809292831,8.137380215582176,1369.0,16.155372842033344,50.13989996230313,0.8494795532218898,1436.0,48.05828030868952,11.328988553313593,0.6103402337286711,44.91635575213806,1389.0,0.7141847071173958,13.663614444050397
Eastern Negev,33.0,16.10104699383868,2.068937787080087,6.583778222605867,37.0,12.043725111576883,2.3276583946118237,8.604751088152401,49.0,8.511810876794767,12.272093230975212,2.5475765314169228,93.0,20.312337633610614,5.200656461529762,1.4838296119913883,13.920999765429173,112.0,1.8747244335585862,7.051124433910105
Kinneret,622.0,12.597263598560557,0.7942825081156372,9.638614752424058,638.0,20.091738880179644,0.525223847817932,7.475784537635579,928.0,15.232761005507333,32.07518031181525,0.9091207352776477,539.0,34.67086520334973,12.163488584846657,1.027684149341334,23.097392957956952,559.0,0.9478579410067894,13.25786895645999
West Galilee,429.0,34.36295733095329,1.5034445386944855,18.67933123684953,531.0,32.44322736496063,1.394452668731956,19.461382619117643,673.0,20.472911742267527,32.81776890728284,1.561810919899201,725.0,36.296303609725435,14.125804609107877,0.8002909593984249,31.784405246331207,721.0,1.4949304952836189,23.289908898533795
Western Negev,625.0,7.045039080325463,0.41701531204215736,7.6002813585326,613.0,6.490633770048788,0.3263623689470409,6.956759043005944,637.0,10.153914429185146,7.921599657478824,0.5581325761065592,605.0,6.97621712476159,7.234007154475417,0.4614237883192872,8.571895526267841,753.0,1.132735951498709,10.11169719775198
Yartan,635.0,21.04049707806464,1.1792537917310641,15.177496062261259,772.0,28.211451001322178,1.3683811641640693,16.371961481190947,903.0,18.50080962204205,30.7782526816946,1.4278977918251496,886.0,32.354564268699754,19.01913455736177,1.4700668350105606,34.03360819951011,942.0,1.428397662310271,17.60981933874975
